restaurant_name,name,rating,review
Bakso Agung Wahidin,poppy mayangsari,4.0,(Translated by Google) Clean place...spacious enough..clear meatball sauce...delicious...I ordered a complete veined meatball and the filling in the bowl tasted delicious...the price of the meatball I ordered was Rp. 28.000 (Original) Tempat bersih...cukup luas..kuah bakso bening...sedap...saya memesan bakso urat komplit dan isian dalam mangkok terasa nikmat...harga bakso yg saya pesan Rp 28.000
Bakso Agung Wahidin,Priant Torro,4.0,"(Translated by Google) The taste of the meatballs is pretty good, there are quite a lot of menu choices, the place is clean and quite comfortable, the parking is quite spacious and the employees are friendly (Original) Rasa baksonya lumayan enak, cukup banyak pilihan menu, tempat nya bersih dan cukup nyaman, parkir cukup luas dan karyawan ramah"
Bakso Agung Wahidin,Bang Harjo,5.0,"(Translated by Google) The meatballs are delicious, the place is comfortable, there is an AC room (Original) Baksonya enak tempat nya nyaman ada ruangan ac nya"
Bakso Agung Wahidin,Rosa Lawarti,5.0,"(Translated by Google) Delicious meatballs. I ordered jumbo meatballs to eat for two. The price is a bit expensive, but if the taste is fresh, the tripe is clean. I like. (Original) Enak baksonya. Saya pesan bakso jumbo utk makan berdua. Soal harga agak mahal tp kl rasa enak seger, babatnya bersih. Saya suka."
Bakso Agung Wahidin,Ikha ikha,5.0,"(Translated by Google) Meatballs have been a subscription for a long time, even when they were moving around until now, they have opened in several places. There are many kinds of meatballs, the broth is clear and fresh. The place is comfortable and spacious. The waiters are also friendly. Accepts cash and card payments. If you want to send it using gojek, you can also (Original) Bakso langganan sejak dulu kala, bahkan saat masih pindah-pindah sampai sekarang sudah buka dibeberapa tempat. Bakso-nya banyak macamnya, kuahnya bening segar. Tempatnya nyaman dan luas. Pelayannya juga ramah-ramah. Menerima pembayaran tunai dan kartu. Mau kirim pakai gojek juga bisa"
Bakso Agung Wahidin,Aan Rofik,5.0,"(Translated by Google) The baksonya is good, the sauce is fresh, there are various kinds of meatball variants. The place is also comfortable, air-conditioned. Suitable for hangouts with family, friends, and colleagues. And don't worry, the price is friendly, starting in the 20s. (Original) Baksonya enak, kuahnya seger, tersedia berbagai macam varian bakso. Tempatnya juga nyaman, ber-AC. Cocok buat hangout bareng keluarga, sahabat, maupun kolega. Dan jangan khawatir, harga bersahabat, mulai kisaran 20rb'an."
Bakso Agung Wahidin,Rangga Kamayoga,4.0,"(Translated by Google) clean comfortable place, delicious meatballs, fresh clear sauce just too salty (Original) tempat bersih nyaman,bakso enak,kuah bening seger hanya terlalu asin"
Bakso Agung Wahidin,kiky paramita,5.0,"(Translated by Google) One of the delicious meatballs at SMG, the sauce is light, the vein meatballs are delicious, don't forget to try the empanadas here (Original) Salah satu bakso enak di smg, kuah nya light gt, bakso uratnya enak jgn lupa cobain empanada nya kl disini"
Bakso Agung Wahidin,Feny Megayana,5.0,"(Translated by Google) Second time eating at the place Try in ac and non ac rooms Unfortunately the fan on the non ac is broken so eat meatballs in the sauna. The location is quite strategic, car parking is also available For the taste and price of the meatballs it's okay.... (Original) Kedua kali nya makan di tempat Mencoba di ruang ber ac dan non ac Sayang fan di non ac rusak jadi makan bakso bersauna. Lokasi cukup strategis, parkir mobil jg tersedia Untuk Rasa dan harga bakso okay lah...."
Bakso Agung Wahidin,Beni Wibowo,5.0,"(Translated by Google) Where to eat delicious meatballs, affordable prices, convenient, service is also friendly, fast too hehehe top (Original) Tempat makan bakso enak, harga terjangkau, nyaman deh, pelayanan juga ramah, cepet juga hehehe top lah"
Bakso Agung Wahidin,Taufiq Ismail,1.0,"(Translated by Google) want to ojol or ordinary cs, don't be different, ojol also your cs order bro .. ojol behind the service .. (Original) mau ojol atau cs biasa tu jangan di beda2in , ojol juga pesanan cs mu gan.. ojol di belakangin pelayanannya .."
Bakso Agung Wahidin,Shafigh Pahlevi Lontoh,5.0,(Translated by Google) The meatballs are delicious Tenaaannn ... There's an air conditioned room ... You can get it if you want to order the food ... (Original) Bakso nya enak Tenaaannn... Ada ruang ber AC ... Bisa di anter kalo mau pesen makanannya...
Bakso Agung Wahidin,Jevan Nathaniel,5.0,"(Translated by Google) The meatballs are delicious, the sauce is also fresh. The service is also friendly. Recommended (Original) Bakso nya enak, kuah juga seger. Pelayanan nya juga ramah. Recommended"
Bakso Agung Wahidin,Bromindo Official,5.0,"(Translated by Google) The fresh gravy is not fatty, the taste of the meatball is chewy with the addition of tofu & dumpling meatballs... it feels even more savory. (Original) Kuah segar tidak berlemak, rasa bakso kenyal dengan tambahan bakso tahu & pangsit... terasa makin gurih."
Bakso Agung Wahidin,JAYA NEGARA (RDCA),5.0,(Translated by Google) People say this is the most delicious meatball in Semarang and it's true 👍 (Original) Kata orang ini Bakso paling enak di Semarang 😀 dan memang bener 👍
Bakso Agung Wahidin,Anton Wijay,5.0,"(Translated by Google) The food is delicious, the service is clean, the parking is top, the point is (Original) Makanan enak pelayanan tempat bersih parkir ada top lah pokoknya"
Bakso Agung Wahidin,Yofve Chandraseto,5.0,"(Translated by Google) The best meatballs in Semarang, really, fixed no debate (Original) Bakso ter Best di Semarang dah emang, fixed no debat"
Bakso Agung Wahidin,Fakhrul Ardiansyah,5.0,"(Translated by Google) Great meatballs, delicious friendly service (Original) Mantap baksonya enak pelayanan ramah"
Bakso Agung Wahidin,Djoko Susilo,5.0,"(Translated by Google) It tastes good, the price is affordable, the place in my opinion is OK (Original) Rasanya enak harga terjangkau tempat menurut saya OK"
Bakso Agung Wahidin,Hary Mulyantoro,4.0,"(Translated by Google) The bakso was rather lacking in taste, instead I was more like silk tofu, which was packed with meatballs a little ... soft salty ... the sauce was as fast as all the menu prices went up 2-3 thousand which was 26,000 to 28,000 ... more worth it if there is a promotion . (Original) Baksonya lumayan agak kurang taste nya, saya malah lebih suka sama tahu sutra yg keserempet bakso dikit .. lembut asin .. kuahnya seger dari semua menu harganya naik 2 - 3 ribu yg sebelumya 26.000 jadi 28.000.. more worth it if there is a promotion ."
Bakso Agung Wahidin,Teddy Hanny August,5.0,"(Translated by Google) Superrr yummy... Clean, friendly service. The menu is varied. Parking space is sufficient. There is an AC room. Can choose according to taste. (Original) Superrr enakkk... Bersih, pelayanan ramah. Menunya bervariasi. Tempat parkirnya cukup. Ada ruangan berAC. Bisa milih sesuai selera."
Bakso Agung Wahidin,Raja Tandon Air Semarang,5.0,"(Translated by Google) Try the Bakso Kuah Bening, for those who like tripe and dumplings, it's worth a try, there are minimalist packages and complete packages. Different Number of Meatballs, And Additional Noodles, Tofu, And Dumplings Only. the one here is limited parking because it joins with satay 29. There Are Various Additional Menu Volcano Meatballs Or Melted Mozzarella Cheese On The Hotplate. When I went there, the room wasn't cold enough because the one on was only 1, because PPKM maybe efficiency. The Taste of the Urat Meatballs Is A Little Less Kicking As A Meatball Lover. Overall, it's still a recommendation for those who want to try the clear Meatballs, like Malang Meatballs. There is a Tripe Slice The difference. There is a Meatball Plus Drink Plus Snack Package (Original) Cobain Bakso Kuah Bening, Buat Yang Suka Babat Dan Pangsit Patut Mencoba, Ada Paket Minimalis Dan Paket Lengkap. Beda Jumlah Bakso, Dan Tambahan Mie, Tahu, Dan Pangsitnya Saja. yang Disini Parkir Terbatas Karena Gabung Sama Sate 29. Ada Berbagai Menu Tambahan Bakso Volcano Atau Yang Lumer Keju Mozarella Di Hotplate. Pas Kesana Ruang Kurang Dingin Karena Yang On Baru 1, Karena PPKM maybe Efisiensi. Rasa Bakso Uratnya Agak Kurang Nendang Sebagai Bakso Lover. Overall Tetap Rekomendasi Buat Yang ingin Coba Bakso Kuah Beningnya, Kayak Kuah Bakso Malang. Ada Irisan Babatnya Pembedanya. Ada Paket Bakso Plus Minum Plus Snack"
Bakso Agung Wahidin,sisworini here,5.0,"(Translated by Google) Eat the Mysterious Meatball Volcano, the cheese sauce is solid. The meatballs are delicious and big. The hot ginger tea is also delicious, just right yesterday when it rained.. the place is clean and comfortable, the service is okay.. (Original) Makan Volcano Bakso Misterius, saus kejunya mantep. Baksonya enak dan besar-besar. Teh jahe angetnya juga nikmat, pas banget kemarin pas hujan.. tempatnya bersih dan nyaman, pelayanannya oke.."
Bakso Agung Wahidin,Wibi Sarastomo,5.0,(Translated by Google) The meatballs are delicious. The meat is very tough. Mihunnya also soft. Fresh iced tea (Original) Baksonya enak. Dagingnya kerasa banget. Mihunnya juga lembut. Es teh tawarnya segar
Bakso Agung Wahidin,Nadya Islamia,4.0,"(Translated by Google) The place is comfortable, there are rooms with air conditioning and not. For the price of food a bit expensive. Food taste good. There are crackers too, gravy and soy sauce. But unfortunately the sambal is not spicy enough. (Original) Tempatnya nyaman, ada ruang ber ac dan tidak. Untuk harga makanan agak mahal. Rasa makanan enak. Ada kerupuk juga, saus dan kecap. Tapi sayang sambalnya kurang pedas."
Bakso Agung Wahidin,Hoho Rambo,5.0,"(Translated by Google) The meatballs are very solid, the prices are also affordable and the waiters are friendly too.. top markotop (Original) Baksonya rsnya mentul pisan euy, harga juga terjangkau dan pelayannya jg ramah ..top markotop deh"
Bakso Agung Wahidin,Alfan Alamas,4.0,(Translated by Google) Taste and price are comparable. The place is spacious and comfortable (Original) Rasa dan harga sebanding. Tempat luas dan nyaman
Bakso Agung Wahidin,Aurellia Rp,5.0,"(Translated by Google) the place is very comfortable, the meatballs are delicious, fresh, the service is very friendly. the waiters are beautiful and friendly (Original) tempatnya nyaman banget baksonya enak seger bgt , pelayanan nya sangat ramah. waiterss nya cantik cantik dan ramah ramah"
Bakso Agung Wahidin,danang putra,5.0,"(Translated by Google) Good place, fast service, delicious meatball tripe (Original) Tempat bagus pelayanan cepat rasa enak bakso babat"
Bakso Agung Wahidin,Khrista Triaswuri,5.0,"(Translated by Google) Cozy place, friendly service. Menu selection of various meatballs and fresh gravy. The service is fast (Original) Tempat yang nyaman, layanan ramah. Menu pilihan aneka bakso dan kuah yg seger. Pelayanan nya cepat"
Bakso Agung Wahidin,Puput Fajarwati,5.0,"(Translated by Google) The meatballs are delicious, the place is clean and comfortable (Original) Baksonya enak, tempat bersih nyaman"
Bakso Agung Wahidin,dini ardiani,5.0,"(Translated by Google) The place is comfortable, there are two non-AC and AC rooms. The meatballs are delicious and steady, the employees are friendly (Original) Tempatnya nyaman, ada dua ruangan non AC dan AC. Bakso nya enak dan mantap, karyawannya ramah ramah"
Bakso Agung Wahidin,Bambang Nugroho Atmojo,5.0,"(Translated by Google) Clean and comfortable place, fast service, delicious meatballs (Original) Tempat bersih dan nyaman, pelayanan cepat, baksonya enakkk"
Bakso Agung Wahidin,Rizky Kurniawan,5.0,"(Translated by Google) Waiters in terms of ojol like me are good, friendly and all welcom employees, hopefully in the future they will be more advanced and have many more branches (Original) Pelayan dr segi ojol seperti saya baik,ramah dan karyawan welcom semua semoga kedepan tambah maju dan banyak cabang lagi"
Bakso Agung Wahidin,Anne Margaretha,4.0,"(Translated by Google) It tastes good, clear gravy type, big meatballs. It's really good if you can give me a promo so it's not that expensive (Original) Rasanya enak, tipe kuah bening, bakso gede. Enak dah pokoknya kalau bisa kasih promo donk biar ga semahal ituuu"
Bakso Agung Wahidin,prayitno gojek,5.0,"(Translated by Google) Great meatballs are clean and comfortable, the service is also good, so it's good to eat meatballs with family.... (Original) Bakso agung tempatnya bersih dan nyaman, pelayanananya juga baik, sehinga baik untuk makan bakso bersama keluarga...."
Bakso Agung Wahidin,Vincentius R,4.0,"(Translated by Google) The meatballs are delicious (ordinary meatballs and muscle meatballs), the sauce is clear, you can get fried onions too. But I saw a lot of unemployed waiters standing together in front of the cashier's counter because there weren't many visitors. The parking attendants there are friendly and provide excellent service when the vehicle comes and goes. (Original) Bakso nya enak (bakso biasa dan bakso urat), kuah nya bening, bisa dapat bawang goreng juga. Tapi saya lihat banyak pelayan yang nganggur dan berdiri berkumpul di depan meja kasir karena belum banyak pengunjung. Tukang parkir disana ramah danmemberikan excellent service ketika kendaraan datang dan pulang."
Bakso Agung Wahidin,Adityo Wicaksono,4.0,(Translated by Google) One of the restaurants that provides the most delicious meatballs in Semarang. The location is easily reached. Air conditioning is also available. (Original) Salah satu rumah makan yang menyediakan bakso terenak di Semarang. Lokasi mudah dicapai. Tersedia ruangan AC juga.
Bakso Agung Wahidin,Mykha Ppt,5.0,"(Translated by Google) The taste of the meatballs is delicious and steady, the meatball sauce is clear. Friendly service 👍 (Original) Rasa bakso nya enak dan mantap, kuah bakso nya bening. Pelayanannya ramah 👍"
Bakso Agung Wahidin,RAKHMAT DWI PRIHANTONO,5.0,"(Translated by Google) The place is comfortable, clean, the service is also very satisfying, the meatballs are delicious (Original) Tempatnya nyaman, bersih , pelayanan juga sangat memuaskan baksonya enak bgttt"
Bakso Agung Wahidin,Mochamad agung,5.0,"(Translated by Google) Good service, friendly, fast and nimble, the meatballs are also delicious (Original) Pelayanan bagus ramah ramah cepat dan cekatan baksonya juga enak"
Bakso Agung Wahidin,Eko Purnomo,5.0,"(Translated by Google) The place is comfortable and clean, the meatballs are delicious (Original) Tempatnya nyaman dan bersih baksonya enak"
Bakso Agung Wahidin,Joko Riyadi,5.0,"(Translated by Google) The meatballs are delicious, the place is comfortable (Original) Baksonya enak,tempatnya nyaman"
Bakso Agung Wahidin,Fariz Permana,5.0,"(Translated by Google) The service is very good and quality, the taste of the meatballs and others are also delicious. (Original) Pelayanan sangat baik dan berkualitas, rasa bakso dan lainya juga enak."
Bakso Agung Wahidin,Irvan yosy indah,5.0,"(Translated by Google) The meatballs are delicious and tasty, the place is clean and comfortable (Original) Baksonya enak gurih tempatnya bersih dan nyaman"
Bakso Agung Wahidin,Rodhiyah Semarang,5.0,"(Translated by Google) The place is comfortable, the baks are good (Original) Tempatnya nyaman, baksonya enak"
Bakso Agung Wahidin,Rahmad Sinaga,5.0,"(Translated by Google) The place is comfortable, clean, the meatballs are delicious (Original) Tempatnya nyaman,bersih, baksonya enak"
Bakso Agung Wahidin,junaedi junaedi,5.0,"(Translated by Google) The meatballs are very tasty, the employees are friendly, the presentation is fast Pkoko is good (Original) Baksonya sangat enak karyawan nya ramah penyajiannya cepat Pkokonya good"
Bakso Agung Wahidin,Wahyu Eka Purnama,5.0,"(Translated by Google) The place is clean and comfortable, the meatball sauce is really delicious (Original) Tempatnya bersih dan nyaman, kuah baksonya enak bangettttt"
Bakso Agung Wahidin,Ambar Black,5.0,"(Translated by Google) The place is comfortable, clean, comfortable, the meatballs are delicious (Original) Tempat nya nyaman bersih nyaman bakso nya enak"
Bakso Agung Wahidin,Ambon Maura,5.0,"(Translated by Google) The place is comfortable, the taste of the meatballs is delicious and the sauce is clear (Original) Tempatnya nyaman, rasa bakso nya enak dan kuahnya bening"
Bakso Agung Wahidin,Eko Prasetyo Utomo,5.0,"(Translated by Google) The meatballs are delicious, the place is clean and comfortable (Original) Baksonya enak tempat nya bersih dan nyaman"
Bakso Agung Wahidin,Sunardi Sunardi,5.0,"(Translated by Google) The taste of the meatballs is delicious and steady, the sauce is clear, the service is friendly (Original) Rasa bakso nya enak dan mantap, kuahnya bening, pelayanannya ramah"
Bakso Agung Wahidin,Syafiul Muarif,5.0,"(Translated by Google) The meatballs are delicious, the place is very comfortable (Original) Baksonya enak tempatnya nyaman banget"
Bakso Agung Wahidin,hanada vengeance,5.0,"(Translated by Google) The meatballs are delicious, the fish tastes good The staff are friendly and polite (Original) Baksonya enak,ikan nya kerasa Pegawainya ramah2 dan sopan 🤘"
Bakso Agung Wahidin,wahyu cimot,5.0,"(Translated by Google) The meatballs are delicious, the place is comfortable, very clean (Original) Bakso nya enak tempatnya nyaman bersih banget"
Bakso Agung Wahidin,Kenny Channel,5.0,(Translated by Google) The meatballs are good. Nice place to eat with family (Original) Bakso nya mantab. Tempatnya nyaman buat makan bareng keluarga
Bakso Agung Wahidin,Herie S,5.0,"(Translated by Google) The meatballs are delicious, the place is clean (Original) Baksonya enak, tempatnya bersih"
Bakso Agung Wahidin,Eka Budi Widjajanto,5.0,"(Translated by Google) Clean place, fast service, for the taste of the meatballs, it's delicious and steady 👍 (Original) Tempat bersih, layanan cepat, untuk rasa baksonya enak dan mantap 👍"
Bakso Agung Wahidin,nugroho adi wibowo,5.0,"(Translated by Google) The meatballs are delicious, friendly service is great (Original) Baksonya enak pelayanan ramah mantap"
Bakso Agung Wahidin,Suko Prayitno,5.0,"(Translated by Google) The place is clean, the meatballs are delicious (Original) Tempatnya bersih baksonya enak"
Bakso Agung Wahidin,Canglie Pakalolo,5.0,"(Translated by Google) The taste of the meatballs is delicious and steady, the service is friendly and the place is comfortable (Original) Rasa bakso nya enak dan mantap, pelayanannya ramah dan tempatnya nyaman"
Bakso Agung Wahidin,maz kriz,5.0,"(Translated by Google) The meatballs are delicious and the sauce is clear, the place is comfortable and the service is friendly (Original) Baksonya enak dan kuahnya bening, tempatnya nyaman dan pelayanannya ramah"
Bakso Agung Wahidin,wiwik trisnawati,5.0,(Translated by Google) The taste of the bacon is delicious and the place is comfortable (Original) Rasa baksonya enak dan tempatnya nyaman
Bakso Agung Wahidin,angelica afiani,5.0,"(Translated by Google) The meatballs are delicious, the service is good (Original) Baksonya enak pelayanan nya baik"
Bakso Agung Wahidin,Nayaka Nell,5.0,"(Translated by Google) The meatballs are delicious, the place is clean, the service is also friendly (Original) Baksonya enak,tempatnya bersih,pelayanannya juga ramah"
Bakso Agung Wahidin,Tony Dwi susilo,5.0,"(Translated by Google) The place is clean, the meatballs are delicious(Original)Tempatnya bersih bakso enak"
Bakso Agung Wahidin,Agus Septyono,5.0,"(Translated by Google) The meatballs are delicious, the place is comfortable (Original) Bakso nya enak, tempat nya nyaman"
Bakso Agung Wahidin,Subono Subono,5.0,"(Translated by Google) The meatballs are delicious, the service is fast (Original) Baksonya enak, pelayanannya cepat"
Bakso Agung Wahidin,Erna Wati,5.0,(Translated by Google) The place is comfortable.... don't doubt the taste is delicious.... (Original) Tempatnya nyaman....soal rasa jangan d ragukan enak....
Bakso Agung Wahidin,Abraham Sihombing,5.0,"(Translated by Google) The meatballs are delicious, the place is comfortable (Original) Baksonya enak tempatnya nyaman"
Bakso Agung Wahidin,Marsya Kamila,5.0,"(Translated by Google) The meatballs are delicious, the service is okay (Original) Baksonya enak pelayanan nya okee"
Bakso Agung Wahidin,Achmad Mustaqim,5.0,"(Translated by Google) the service is fast, the meatballs are very tasty (Original) pelayanan nya cepat, baksonya kuahnya enakk banget mantap"
Bakso Agung Wahidin,Fernando An Ming,5.0,"(Translated by Google) The meatballs are delicious, the service is very friendly (Original) Baksonya enak pelayanan nya ramah sekali"
Bakso Bang Kribo,Aufa MF,5.0,My family went here since I was in elementary and the taste is still best today. 😃😃😃😃
Bakso Bang Kribo,Jawoto Setyono,5.0,One of the oldest meat ball soup restos in town. One of the legends.
Bakso Bang Kribo,Indra Wijaya,5.0,Good job and suces always......
Bakso Bang Kribo,anas,5.0,Mntapp
Bakso Bang Kribo,Emi Rembang,5.0,Best
Bakso Bang Kribo,Roy Indarto,5.0,Nice
Bakso Bang Kribo,deni setiawan,4.0,nice
Bakso Bang Kribo,griya sidomukti,5.0,recomended
Bakso Bang Kribo,Agung Al Amin,5.0,Food Court
Bakso Bang Kribo,Ninanoizz R,5.0,Naissssss 👍👍👍👍👍
Bakso Bang Kribo,Haris Fauzi Official,5.0,"(Translated by Google) A recommended place to try meatballs in the surrounding Banyumanik Ungaran area. The taste of the meatballs is delicious, not too salty and sour for my tongue. The price is 18 thousand. Located opposite Superindo Banyumanik Outlet. Cars and motorbikes parked in front of the kiosk. A hand washing area is provided in front of the kiosk. Really helpful. (Original) Tempat rekomended untuk mencoba bakso di daerah Banyumanik Ungaran sekitarnya. Rasa baksonya enak mantul, tidak terlalu asin kecut untuk lidahku. Harganya 18 rbuan. Bertempat di seberang Outlet Superindo Banyumanik. Mobil dan motor parkir di depan kios. Disediakan tempat cuci tangan di depan kios. Mantul pokoknya."
Bakso Bang Kribo,eko narwoyo,4.0,"(Translated by Google) It used to be said that this was the most delicious meatball in the Banyumanik area... But now how come it's different, the gravy doesn't kick, the meatballs don't have meat... But overall still worth a try... (Original) Dulu bisa di bilang ini bakso paling enak di area Banyumanik... Tapi sekarang kok beda ya, kuahnya kurang nendang baksonya kurang ndaging... Tapi overall masih layak untuk dicoba..."
Bakso Bang Kribo,Andicha Primasta,5.0,"(Translated by Google) The meatballs are delicious, the beef patties are also delicious. The price is also quite normal for a large portion of meatballs like this. (Original) Baksonya lezat, tetelan sapinya juga enak. Harga juga tergolong normal untuk seporsi bakso yg besar-besar seperti ini."
Bakso Bang Kribo,Ika Hapsari,4.0,"(Translated by Google) Meatball stall located in front of Superindo Banyumanik. The price of the meatball is 18 thousand. The complete portion comes with large meatballs, small meatballs, yellow noodles, vermicelli, mustard greens, and offal. The portions are quite large and filling, worth the price. For the complement there are only crackers, sauce, chili sauce, soy sauce. Drink choices are fresh tea, le minerale, and standard iced tea, orange ice. Fast service. As for the taste, I personally don't kick, the texture of the meatballs is good but the taste seems less savory. That's my personal opinion, but salt and flavoring are provided at the table for buyers who want to make their own (Original) Warung bakso yang berlokasi di depan Superindo Banyumanik. Harga baksonya 18ribu. Porsi komplit dilengkapi dengan bakso besar, bakso kecil, mie kuning, bihun, sawi, dan jerohan. Porsinya cukup banyak dan mengenyangkan, sepadan dengan harganya. Untuk pelengkapnya hanya ada krupuk, saos, sambal, kecap. Pilihan minuman ada fresh tea, le minerale, dan standar es teh, es jeruk. Pelayanan cepat. Untuk rasa kalau saya pribadi kurang nendang, tekstur baksonya baik tapi rasa seperti kurang gurih. Itu pendapat pribadi saya, tetapi di meja disediakan garam dan penyedap rasa bagi pembeli yg ingin meracik sendiri"
Bakso Bang Kribo,Eridha Parawati,3.0,"(Translated by Google) Only sell meatballs (no chicken noodles😁😁), you can choose to use tetelan/tripe/iso, if you say complete you will get everything😁, the meatballs are soft, some are filled with minced meat, but there is no choice of meatballs with veins. (Original) Hanya menjual bakso (ndak ada mie ayam😁😁), bisa pilih pakai tetelan/babat/iso, kalo bilang komplit akan dapat semuanya😁, baksonya empuk, ada yg isi daging cincang, tapi ndak ada pilihan bakso urat ya."
Bakso Bang Kribo,Sri Zulianty,5.0,"(Translated by Google) Subscription meatballs. According to taste, the type of meatball is chewy, not soft and soft, the minced meatballs are delicious, it's served with lots of vegetables, the savory gravy is spicy even though it's sometimes bland. You don't have to use soy sauce and the sauce is already delicious... it's a success (Original) Bakso langganan. Sesuai selera, tipe bakso kenyal bkn empuk lembek, bakso cincangnya enak, dkasi tetelan n sayur byk, kuah gurih ngaldu walau kdg hambar. Ga usah pake kecap ma saos dah enak...sukses trs"
Bakso Bang Kribo,big bro,4.0,(Translated by Google) pretty good. prices are also standard meatballs in general. the place can be if you want a group. overall ok note limited parking space. (Original) lumayan enak. harga juga standar bakso pada umumnya. tempat bisalah kalau mau rombongan. overall oke note lahan parkir terbatas.
Bakso Bang Kribo,Widyastuti Wardhani,5.0,"(Translated by Google) The vein meatballs are really thick, the sauce is delicious. (Original) Bakso urat nya mantepp bangettt, kuahnya gurih."
Bakso Bang Kribo,Aini Rosna,3.0,"(Translated by Google) Actually, this is Paporit Meatball in college..more than 15 years ago.. But is it because I haven't been here for a long time or has the taste of the sauce changed? The meatballs themselves are still the same.. delicious.., but the sauce doesn't seem to have enough broth.. (Original) Sebenernya ini tu bakso paporit jama kuliah..lebih dari 15 tahun yg lalu.. Tapi entah karena udah lama ga ke sini atau memang rasa kuahnya berubah ya..? Klo bakso nya sendiri masih sama..enak..,tapi kuahnya kayak kurang kerada kaldunya.."
Bakso Bang Kribo,Chaerul Anwar,5.0,"(Translated by Google) The beef meatballs taste really good, 1 portion costs 17 thousand Parking is a bit difficult because of limited land (Original) Bakso sapinya terasa banget, 1 porsi harganya 17ribu Parkirnya agak susah karena keterbatasan lahan"
