restaurant_name,name,rating,review
Bakso Agung Wahidin,poppy mayangsari,4.0,(Translated by Google) Clean place...spacious enough..clear meatball sauce...delicious...I ordered a complete veined meatball and the filling in the bowl tasted delicious...the price of the meatball I ordered was Rp. 28.000 (Original) Tempat bersih...cukup luas..kuah bakso bening...sedap...saya memesan bakso urat komplit dan isian dalam mangkok terasa nikmat...harga bakso yg saya pesan Rp 28.000
Bakso Agung Wahidin,Priant Torro,4.0,"(Translated by Google) The taste of the meatballs is pretty good, there are quite a lot of menu choices, the place is clean and quite comfortable, the parking is quite spacious and the employees are friendly (Original) Rasa baksonya lumayan enak, cukup banyak pilihan menu, tempat nya bersih dan cukup nyaman, parkir cukup luas dan karyawan ramah"
Bakso Agung Wahidin,Bang Harjo,5.0,"(Translated by Google) The meatballs are delicious, the place is comfortable, there is an AC room (Original) Baksonya enak tempat nya nyaman ada ruangan ac nya"
Bakso Agung Wahidin,Rosa Lawarti,5.0,"(Translated by Google) Delicious meatballs. I ordered jumbo meatballs to eat for two. The price is a bit expensive, but if the taste is fresh, the tripe is clean. I like. (Original) Enak baksonya. Saya pesan bakso jumbo utk makan berdua. Soal harga agak mahal tp kl rasa enak seger, babatnya bersih. Saya suka."
Bakso Agung Wahidin,Ikha ikha,5.0,"(Translated by Google) Meatballs have been a subscription for a long time, even when they were moving around until now, they have opened in several places. There are many kinds of meatballs, the broth is clear and fresh. The place is comfortable and spacious. The waiters are also friendly. Accepts cash and card payments. If you want to send it using gojek, you can also (Original) Bakso langganan sejak dulu kala, bahkan saat masih pindah-pindah sampai sekarang sudah buka dibeberapa tempat. Bakso-nya banyak macamnya, kuahnya bening segar. Tempatnya nyaman dan luas. Pelayannya juga ramah-ramah. Menerima pembayaran tunai dan kartu. Mau kirim pakai gojek juga bisa"
Bakso Agung Wahidin,Aan Rofik,5.0,"(Translated by Google) The baksonya is good, the sauce is fresh, there are various kinds of meatball variants. The place is also comfortable, air-conditioned. Suitable for hangouts with family, friends, and colleagues. And don't worry, the price is friendly, starting in the 20s. (Original) Baksonya enak, kuahnya seger, tersedia berbagai macam varian bakso. Tempatnya juga nyaman, ber-AC. Cocok buat hangout bareng keluarga, sahabat, maupun kolega. Dan jangan khawatir, harga bersahabat, mulai kisaran 20rb'an."
Bakso Agung Wahidin,Rangga Kamayoga,4.0,"(Translated by Google) clean comfortable place, delicious meatballs, fresh clear sauce just too salty (Original) tempat bersih nyaman,bakso enak,kuah bening seger hanya terlalu asin"
Bakso Agung Wahidin,kiky paramita,5.0,"(Translated by Google) One of the delicious meatballs at SMG, the sauce is light, the vein meatballs are delicious, don't forget to try the empanadas here (Original) Salah satu bakso enak di smg, kuah nya light gt, bakso uratnya enak jgn lupa cobain empanada nya kl disini"
Bakso Agung Wahidin,Feny Megayana,5.0,"(Translated by Google) Second time eating at the place Try in ac and non ac rooms Unfortunately the fan on the non ac is broken so eat meatballs in the sauna. The location is quite strategic, car parking is also available For the taste and price of the meatballs it's okay.... (Original) Kedua kali nya makan di tempat Mencoba di ruang ber ac dan non ac Sayang fan di non ac rusak jadi makan bakso bersauna. Lokasi cukup strategis, parkir mobil jg tersedia Untuk Rasa dan harga bakso okay lah...."
Bakso Agung Wahidin,Beni Wibowo,5.0,"(Translated by Google) Where to eat delicious meatballs, affordable prices, convenient, service is also friendly, fast too hehehe top (Original) Tempat makan bakso enak, harga terjangkau, nyaman deh, pelayanan juga ramah, cepet juga hehehe top lah"
Bakso Agung Wahidin,Taufiq Ismail,1.0,"(Translated by Google) want to ojol or ordinary cs, don't be different, ojol also your cs order bro .. ojol behind the service .. (Original) mau ojol atau cs biasa tu jangan di beda2in , ojol juga pesanan cs mu gan.. ojol di belakangin pelayanannya .."
Bakso Agung Wahidin,Shafigh Pahlevi Lontoh,5.0,(Translated by Google) The meatballs are delicious Tenaaannn ... There's an air conditioned room ... You can get it if you want to order the food ... (Original) Bakso nya enak Tenaaannn... Ada ruang ber AC ... Bisa di anter kalo mau pesen makanannya...
Bakso Agung Wahidin,Jevan Nathaniel,5.0,"(Translated by Google) The meatballs are delicious, the sauce is also fresh. The service is also friendly. Recommended (Original) Bakso nya enak, kuah juga seger. Pelayanan nya juga ramah. Recommended"
Bakso Agung Wahidin,Bromindo Official,5.0,"(Translated by Google) The fresh gravy is not fatty, the taste of the meatball is chewy with the addition of tofu & dumpling meatballs... it feels even more savory. (Original) Kuah segar tidak berlemak, rasa bakso kenyal dengan tambahan bakso tahu & pangsit... terasa makin gurih."
Bakso Agung Wahidin,JAYA NEGARA (RDCA),5.0,(Translated by Google) People say this is the most delicious meatball in Semarang and it's true 👍 (Original) Kata orang ini Bakso paling enak di Semarang 😀 dan memang bener 👍
Bakso Agung Wahidin,Anton Wijay,5.0,"(Translated by Google) The food is delicious, the service is clean, the parking is top, the point is (Original) Makanan enak pelayanan tempat bersih parkir ada top lah pokoknya"
Bakso Agung Wahidin,Yofve Chandraseto,5.0,"(Translated by Google) The best meatballs in Semarang, really, fixed no debate (Original) Bakso ter Best di Semarang dah emang, fixed no debat"
Bakso Agung Wahidin,Fakhrul Ardiansyah,5.0,"(Translated by Google) Great meatballs, delicious friendly service (Original) Mantap baksonya enak pelayanan ramah"
Bakso Agung Wahidin,Djoko Susilo,5.0,"(Translated by Google) It tastes good, the price is affordable, the place in my opinion is OK (Original) Rasanya enak harga terjangkau tempat menurut saya OK"
Bakso Agung Wahidin,Hary Mulyantoro,4.0,"(Translated by Google) The bakso was rather lacking in taste, instead I was more like silk tofu, which was packed with meatballs a little ... soft salty ... the sauce was as fast as all the menu prices went up 2-3 thousand which was 26,000 to 28,000 ... more worth it if there is a promotion . (Original) Baksonya lumayan agak kurang taste nya, saya malah lebih suka sama tahu sutra yg keserempet bakso dikit .. lembut asin .. kuahnya seger dari semua menu harganya naik 2 - 3 ribu yg sebelumya 26.000 jadi 28.000.. more worth it if there is a promotion ."
Bakso Agung Wahidin,Teddy Hanny August,5.0,"(Translated by Google) Superrr yummy... Clean, friendly service. The menu is varied. Parking space is sufficient. There is an AC room. Can choose according to taste. (Original) Superrr enakkk... Bersih, pelayanan ramah. Menunya bervariasi. Tempat parkirnya cukup. Ada ruangan berAC. Bisa milih sesuai selera."
Bakso Agung Wahidin,Raja Tandon Air Semarang,5.0,"(Translated by Google) Try the Bakso Kuah Bening, for those who like tripe and dumplings, it's worth a try, there are minimalist packages and complete packages. Different Number of Meatballs, And Additional Noodles, Tofu, And Dumplings Only. the one here is limited parking because it joins with satay 29. There Are Various Additional Menu Volcano Meatballs Or Melted Mozzarella Cheese On The Hotplate. When I went there, the room wasn't cold enough because the one on was only 1, because PPKM maybe efficiency. The Taste of the Urat Meatballs Is A Little Less Kicking As A Meatball Lover. Overall, it's still a recommendation for those who want to try the clear Meatballs, like Malang Meatballs. There is a Tripe Slice The difference. There is a Meatball Plus Drink Plus Snack Package (Original) Cobain Bakso Kuah Bening, Buat Yang Suka Babat Dan Pangsit Patut Mencoba, Ada Paket Minimalis Dan Paket Lengkap. Beda Jumlah Bakso, Dan Tambahan Mie, Tahu, Dan Pangsitnya Saja. yang Disini Parkir Terbatas Karena Gabung Sama Sate 29. Ada Berbagai Menu Tambahan Bakso Volcano Atau Yang Lumer Keju Mozarella Di Hotplate. Pas Kesana Ruang Kurang Dingin Karena Yang On Baru 1, Karena PPKM maybe Efisiensi. Rasa Bakso Uratnya Agak Kurang Nendang Sebagai Bakso Lover. Overall Tetap Rekomendasi Buat Yang ingin Coba Bakso Kuah Beningnya, Kayak Kuah Bakso Malang. Ada Irisan Babatnya Pembedanya. Ada Paket Bakso Plus Minum Plus Snack"
Bakso Agung Wahidin,sisworini here,5.0,"(Translated by Google) Eat the Mysterious Meatball Volcano, the cheese sauce is solid. The meatballs are delicious and big. The hot ginger tea is also delicious, just right yesterday when it rained.. the place is clean and comfortable, the service is okay.. (Original) Makan Volcano Bakso Misterius, saus kejunya mantep. Baksonya enak dan besar-besar. Teh jahe angetnya juga nikmat, pas banget kemarin pas hujan.. tempatnya bersih dan nyaman, pelayanannya oke.."
Bakso Agung Wahidin,Wibi Sarastomo,5.0,(Translated by Google) The meatballs are delicious. The meat is very tough. Mihunnya also soft. Fresh iced tea (Original) Baksonya enak. Dagingnya kerasa banget. Mihunnya juga lembut. Es teh tawarnya segar
Bakso Bang Kribo,Aufa MF,5.0,My family went here since I was in elementary and the taste is still best today. 😃😃😃😃
Bakso Bang Kribo,Jawoto Setyono,5.0,One of the oldest meat ball soup restos in town. One of the legends.
Bakso Bang Kribo,Indra Wijaya,5.0,Good job and suces always......
Bakso Bang Kribo,anas,5.0,Mntapp
Bakso Bang Kribo,Emi Rembang,5.0,Best
Bakso Bang Kribo,Roy Indarto,5.0,Nice
Bakso Bang Kribo,deni setiawan,4.0,nice
Bakso Bang Kribo,griya sidomukti,5.0,recomended
Bakso Bang Kribo,Agung Al Amin,5.0,Food Court
Bakso Bang Kribo,Ninanoizz R,5.0,Naissssss 👍👍👍👍👍
Bakso Bang Kribo,Haris Fauzi Official,5.0,"(Translated by Google) A recommended place to try meatballs in the surrounding Banyumanik Ungaran area. The taste of the meatballs is delicious, not too salty and sour for my tongue. The price is 18 thousand. Located opposite Superindo Banyumanik Outlet. Cars and motorbikes parked in front of the kiosk. A hand washing area is provided in front of the kiosk. Really helpful. (Original) Tempat rekomended untuk mencoba bakso di daerah Banyumanik Ungaran sekitarnya. Rasa baksonya enak mantul, tidak terlalu asin kecut untuk lidahku. Harganya 18 rbuan. Bertempat di seberang Outlet Superindo Banyumanik. Mobil dan motor parkir di depan kios. Disediakan tempat cuci tangan di depan kios. Mantul pokoknya."
Bakso Bang Kribo,eko narwoyo,4.0,"(Translated by Google) It used to be said that this was the most delicious meatball in the Banyumanik area... But now how come it's different, the gravy doesn't kick, the meatballs don't have meat... But overall still worth a try... (Original) Dulu bisa di bilang ini bakso paling enak di area Banyumanik... Tapi sekarang kok beda ya, kuahnya kurang nendang baksonya kurang ndaging... Tapi overall masih layak untuk dicoba..."
Bakso Bang Kribo,Andicha Primasta,5.0,"(Translated by Google) The meatballs are delicious, the beef patties are also delicious. The price is also quite normal for a large portion of meatballs like this. (Original) Baksonya lezat, tetelan sapinya juga enak. Harga juga tergolong normal untuk seporsi bakso yg besar-besar seperti ini."
Bakso Bang Kribo,Ika Hapsari,4.0,"(Translated by Google) Meatball stall located in front of Superindo Banyumanik. The price of the meatball is 18 thousand. The complete portion comes with large meatballs, small meatballs, yellow noodles, vermicelli, mustard greens, and offal. The portions are quite large and filling, worth the price. For the complement there are only crackers, sauce, chili sauce, soy sauce. Drink choices are fresh tea, le minerale, and standard iced tea, orange ice. Fast service. As for the taste, I personally don't kick, the texture of the meatballs is good but the taste seems less savory. That's my personal opinion, but salt and flavoring are provided at the table for buyers who want to make their own (Original) Warung bakso yang berlokasi di depan Superindo Banyumanik. Harga baksonya 18ribu. Porsi komplit dilengkapi dengan bakso besar, bakso kecil, mie kuning, bihun, sawi, dan jerohan. Porsinya cukup banyak dan mengenyangkan, sepadan dengan harganya. Untuk pelengkapnya hanya ada krupuk, saos, sambal, kecap. Pilihan minuman ada fresh tea, le minerale, dan standar es teh, es jeruk. Pelayanan cepat. Untuk rasa kalau saya pribadi kurang nendang, tekstur baksonya baik tapi rasa seperti kurang gurih. Itu pendapat pribadi saya, tetapi di meja disediakan garam dan penyedap rasa bagi pembeli yg ingin meracik sendiri"
Bakso Bang Kribo,Eridha Parawati,3.0,"(Translated by Google) Only sell meatballs (no chicken noodles😁😁), you can choose to use tetelan/tripe/iso, if you say complete you will get everything😁, the meatballs are soft, some are filled with minced meat, but there is no choice of meatballs with veins. (Original) Hanya menjual bakso (ndak ada mie ayam😁😁), bisa pilih pakai tetelan/babat/iso, kalo bilang komplit akan dapat semuanya😁, baksonya empuk, ada yg isi daging cincang, tapi ndak ada pilihan bakso urat ya."
Bakso Bang Kribo,Sri Zulianty,5.0,"(Translated by Google) Subscription meatballs. According to taste, the type of meatball is chewy, not soft and soft, the minced meatballs are delicious, it's served with lots of vegetables, the savory gravy is spicy even though it's sometimes bland. You don't have to use soy sauce and the sauce is already delicious... it's a success (Original) Bakso langganan. Sesuai selera, tipe bakso kenyal bkn empuk lembek, bakso cincangnya enak, dkasi tetelan n sayur byk, kuah gurih ngaldu walau kdg hambar. Ga usah pake kecap ma saos dah enak...sukses trs"
Bakso Bang Kribo,big bro,4.0,(Translated by Google) pretty good. prices are also standard meatballs in general. the place can be if you want a group. overall ok note limited parking space. (Original) lumayan enak. harga juga standar bakso pada umumnya. tempat bisalah kalau mau rombongan. overall oke note lahan parkir terbatas.
Bakso Bang Kribo,Widyastuti Wardhani,5.0,"(Translated by Google) The vein meatballs are really thick, the sauce is delicious. (Original) Bakso urat nya mantepp bangettt, kuahnya gurih."
Bakso Bang Kribo,Aini Rosna,3.0,"(Translated by Google) Actually, this is Paporit Meatball in college..more than 15 years ago.. But is it because I haven't been here for a long time or has the taste of the sauce changed? The meatballs themselves are still the same.. delicious.., but the sauce doesn't seem to have enough broth.. (Original) Sebenernya ini tu bakso paporit jama kuliah..lebih dari 15 tahun yg lalu.. Tapi entah karena udah lama ga ke sini atau memang rasa kuahnya berubah ya..? Klo bakso nya sendiri masih sama..enak..,tapi kuahnya kayak kurang kerada kaldunya.."
Bakso Bang Kribo,Chaerul Anwar,5.0,"(Translated by Google) The beef meatballs taste really good, 1 portion costs 17 thousand Parking is a bit difficult because of limited land (Original) Bakso sapinya terasa banget, 1 porsi harganya 17ribu Parkirnya agak susah karena keterbatasan lahan"
Bakso Bang Kribo,Lidwina Ave,4.0,(Translated by Google) Tumben is not as delicious as usual.. It's more bland... The meatballs are also lacking. Even though he eats when he's hungry.. Huhu (Original) Tumben gak se enak kayak biasanya.. Lbh hambar... Bakso nya juga kurang. Padahal makan pas laper2 nya.. Huhu
Bakso Bang Kribo,dwi arifiyanto,5.0,"(Translated by Google) Meatballs that have been around for a long time,..if I'm not mistaken the owner of the Wonogiri people,..meatballs with fresh sauce, large meatballs with seasoned meat filling plus small meatballs which are delicious and the portions are just right, standard prices,..delicious,.... (Original) Bakso yang sudah lama berdiri,..kalo tidak salah pemilik orang Wonogiri,..bakso dengan kuah segar, bakso besar dengan isian daging bumbu di tambah bakso kecil yang enak dan porsinya pas, harga standar,..nikmat,...."
Bakso Bang Kribo,D Anggie,4.0,"(Translated by Google) Delicious, cheap for this portion and in the Semarang area. The location is easy to reach and the place is clean (Original) Enak, murah buat porsi segini dan di area semarang. Lokasi gampang di jangkau dan tempatnya bersih"
Bakso Bang Kribo,Joni Prakoso,1.0,"(Translated by Google) The employees are not friendly, the toilet is also not provided, cook, tell Superindo to come forward, the service is not satisfactory (Original) Karyawan kurang ramah, toilet juga gakdi sediain , masak suruh kedepan Superindo , kapokkkkk pelayanan kurang muaskan"
Bakso Bang Kribo,Fl Swan,4.0,"(Translated by Google) The place is strategic, super indo dpn. Fast and friendly service. The taste is decent, the tripe and offal are quite a lot, the meatballs are 2. The price is quite affordable 18 thousand a portion. (Original) Tempatnya strategis, dpn super indo. Pelayanan cepet dan ramah. Rasanya lumayan, babat dan jeroannya lumayan banyak, bakso besarnya 2. Harga cukup terjangkau 18rb seporsi."
Bakso Bang Kribo,Sefty Hanida Fitriyani,4.0,"(Translated by Google) As for the taste, according to my tongue, the craggy meatballs get a score of 9 out of 10. For your information, we already have a branch in Ungaran. On Jalan S. Parman if I'm not mistaken. Near the Ungaran Grand Mosque. Deket Kantir Regent. For the problem of space, the location in Sukun Banyumanik is very narrow. Less comfortable. The parking lot is also not wide. Unlike the one in Ungaran. Places to eat and parking are better than those in Sukun. (Original) Untuk rasa, menurut lidah saya, bakso bang kribo mendapatkan nilai 9 dari 10. For your information, sudah punya cabang di Ungaran. Di Jalan S. Parman kalau tidak salah. Dekat masjid agung Ungaran. Deket Kantir Bupati. Untuk masalah tempat, lokasi yang di Sukun Banyumanik sangat sempit. Kurang nyaman. Parkiran juga tidak luas. Berbeda dengan yang di Ungaran. Tempat makan maupun parkiran lebih baik dibandingkan yang di Sukun."
Bakso Bang Kribo,Franky Sulistiono,5.0,"(Translated by Google) For me, these are the most delicious meatballs in Banyumanik & its surroundings. Only the parking is not wide enough. (Original) Buat saya, ini bakso terenak di banyumanik & sekitarnya. Cuma parkiran kurang luas ."
Bakso Bang Kribo,godam epi fajri,5.0,(Translated by Google) This meatball serves the sensation of traveling around with a more comfortable place. The tetelan and meatballs are typical meatballs around the sword with premium ingredients but that's what makes it delicious with the sauce and chili sauce. (Original) Bakso ini menyajikan sensasi rasa bakso keliling dengan tempat yang lebih nyaman. Tetelan dan bakso nya khas bakso keliling todak dengan bahan premium tapi itu yang menjadikan sedap dengan saos dan sambal.
Bakso Bang Kribo,neng arum,5.0,"(Translated by Google) It's good that the relative price is for a portion of meatballs... The meatballs are not too full, too. The service is also fast (Original) Enak harga relatif lah klo untuk seporsi bakso... Baksonya jg kenyak gk gajih. Pelayanannya juga cepet"
Bakso Bang Kribo,johanes dipta,5.0,"(Translated by Google) Bakso Bang Kribo, one of the choices of places to eat meatballs in Banyumanik. Two big meatballs per serving The place is easy to find. Close to the Breadfruit T-junction traffic light. The last update, the price of one portion of meatballs is Rp. 18.000,- Hope it helps (Original) Bakso Bang Kribo, salah satu pilihan tempat makan bakso di Banyumanik. Bakso gedhenya dua tiap porsi 😁 Tempatnya mudah ditemukan. Dekat dengan lampu lalu lintas pertigaan sukun. Update terakhir harga satu porsi baksonya Rp 18.000,- Semoga membantu"
Bakso Bang Kribo,mul yanto,5.0,"(Translated by Google) Since the time I was still pioneering in the teak market, I have subscribed The characteristic is when you eat at the place there are 2 big meatballs If wrapped in meatballs, the size is only 1. Do you know the owner's real name? It turned out that H Triyono had. And it's not as crispy as it used to be :-) (Original) Dari jaman masih merintis di pasar jati dah langganan Ciri khasnya kalo makan ditempat ada bakso besar 2 Kalo dibungkus bakso besarnya cuman 1. Kenal nama asli pemiliknya? Ternyata H Triyono yang punya. Dan sudah tidak sekribo yang dulu :-)"
Bakso Bang Kribo,Yeremia petra sigalingging,5.0,"(Translated by Google) The meatballs are really delicious, the sauce is tasty and fits on the tongue, the portions are not stingy and the prices are affordable so that everyone can buy them. In addition, the very strategic location in front of Superindo Sukun and breadfruit gas stations makes this meatball outlet even more crowded, especially on Sunday nights or holidays. Cleanliness in the environment around the outlet is very well maintained so that visitors are more comfortable to buy meatballs here. Its security is also well maintained. Hopefully the service will be further improved so that visitors are more comfortable, satisfied, and safe to buy/eat at this place. Steady, CONTINUOUS SUCCESS for Bakso Bang Kribo 👍👍 (Original) Baksonya enak banget kuahnya gurih dan pas di lidah, terus porsinya nggak pelit dan dengan harga terjangkau sehingga semua kalangan bisa membeli nya. Selain itu tempatnya yang sangat strategis yang berada di depan Superindo Sukun dan SPBU sukun membuat gerai bakso ini semakin ramai apalagi pada saat malam Minggu atau hari Libur. Kebersihan di lingkungan sekitar gerainya terjaga sangat baik sehingga pengunjung semakin nyaman untuk membeli bakso di sini. Keamanan nya juga di jaga dengan baik. Semoga Pelayanan nya semakin di tingkatkan lagi agar pengunjung semakin nyaman, puas, dan aman untuk membeli/Makan di tempat ini. Mantapp SUKSES TERUSSSSSSSS buat Bakso Bang Kribo 👍👍"
Bakso Bang Kribo,Ersa Yulio,3.0,"(Translated by Google) Back in middle school and high school, the meatballs were delicious, now it's a bit different and contains too many vegetables. (Original) Dulu jaman SMP - SMA enak lo baksonya sekarang agak beda dan terlalu banyak isi sayurnya."
Bakso Bang Kribo,Nabila Azizah Hari,5.0,"(Translated by Google) Delicious, according to my friend's recommendation. but I don't like the parking attendant, I'm angry haha (Original) Enakkk, sesuai rekomendasi teman saya. tapi kurang suka sama tukang parkirnya, marah2 haha"
Bakso Bang Kribo,kireaaa tiaraa,1.0,"(Translated by Google) I was a bit disappointed yesterday that 2 people ate there, 2 meatballs and 2 glasses of water. The price of the meatballs displayed was 17,000, if 2 were 34,000, the total was 44,000, seriously, 1 glass of water was 5000?????. There's no note, so I don't know how much it costs. There's also no explanation as to why it's so expensive, you know, it's better to just buy orange juice instead of water, because I bought glass water instead of mineral water, because I already drank myself. Thx for fixing it again (Original) Agak kecewa ya kemarin makan disitu 2 orang , bakso 2 dan air putih gelas 2. Harga bakso yg terpampang 17.000 kalau 2 jadi 34.000 kan ya lahh totalnya jadi 44.000 seriusss air putih gelas 1 nya 5000?????. Ngga ada notanya juga jadi ngga taukan harganya gimana. Ngga ada penjelasan juga kenapa mahal bgt tau gitu mendingan beli es jeruk aja sekalian bukan air putih soalnya aku beli air putih gelas bukan air mineral yaa karna aku udah ada minum sendiri. Thx ya diperbaiki lagi"
Bakso Bang Kribo,mbah gAn,5.0,"(Translated by Google) Big small beef meatballs have minced meat filling, it really bounces (Original) bakso sapi kecil yang besar ada isi daging cincangnya mantul tul"
Bakso Bang Kribo,rangga raka,4.0,"(Translated by Google) Delicious baksonya, lunch lunch here. Order complete meatballs, plus the rice is exhausted. Drink iced tea, add crackers 1. Total Rp. 25,000 full stomach. (Original) Enak baksonya, td siang makan disini. Pesen bakso komplit, plus nasi habis laper sih. Minumnya es teh, tambah kerupuk 1. Total Rp. 25.000 perut kenyang."
Bakso Bang Kribo,iskandar suwarno,5.0,"(Translated by Google) The meatballs taste like meat.. The seasoning is right on my tongue, fresh or not granny (Original) Bakso nya berasa rasa dagingnya.. Bumbunya ena pas di lidah saya, segar gak nek"
Bakso Bang Kribo,Indriyani Agustin,5.0,"(Translated by Google) delicious, the portion is right, the taste never disappoints before... (Original) enakkk,porsi pas, rasa tidak pernah mengecewakan dri dulu... 🤗"
Bakso Bang Kribo,Frod 22,5.0,"(Translated by Google) 1 portion 18 thousand, large meatballs with minced meat (Original) 1 porsi 18 rb, bakso besar dalamnya daging cincang"
Bakso Bang Kribo,Riska Adi,3.0,"(Translated by Google) These are childhood meatballs too. In the 90s, meatballs hit the breadfruit area of ​​Srondol, Mr. Krobo, Mr. Slamet, Mr. Ratno. The place is spacious, there are 8 tables. Pretty much The standard price is 16 thousand or 18 thousand. And from the beginning, yes, that's where it was. A portion contains 1 large meatball, not too big with veins, 4 small meatballs, whether you want to use noodles or not is up to your choice and there are innards 👍. There's no chicken noodle here. There is no car park, usually on the sides of the road, motorbike parking is limited. What makes me sad sob hikss, the place is dirty, there are lots of tissues under the table... and the floor is dirty. Sob sob truss parking the motorbike is difficult because it is a bit uphill. (Original) ini bakso masakecil juga. Tahun 90 an bakso hits di area sukun srondol ya pak krobo, pak slamet, pak ratno. Tempatnya luass ada 8 meja an. Cukup banyak Harga standart 16ribuan atau 18ribuan. Dan daridulu ya di situ itu tempat nya. Seporsi isinya 1 Bakso yg besar gak terlalu besar isi urat, bakso kecil 4, mau pakai mi atau enggak terserah pilihan dan ada jeroan nya 👍. Di sini tidak ada mi ayam nya ya. Tempat parkir mobilnya ga ada, biasanya di pinggir-pinggir jalan, parkir motor terbatas. Yg bikin sedih hikss hikss tempatnya kotorrr, tisu dibawah meja banyak sekalii.. dan kotor lantainyaa. Hiks hiks truss parkir motornya susah karena agak nanjak."
Bakso Bang Kribo,Dwi Cahyani,5.0,"(Translated by Google) those who pass through Banyumanik breadfruit don't forget to stop by at the frizzy meatballs, don't ask about the taste, the taste must be bouncing 😃 (Original) yg lewat sukun banyumanik jgn lupa mampir ya ke bakso bang kribo ,jgn tanya soal rasa ,rasanya pasti mantul 😃"
